feature_id,set_id
5477,group_km_55
5479,group_km_96
5508,group_km_6
5512,group_km_127
5519,group_km_55
5533,group_km_120
5551,group_km_143
5556,group_km_94
5561,group_km_58
5572,group_km_143
5575,group_km_68
5582,group_km_67
5597,group_km_59
5609,group_km_13
5613,group_km_108
5615,group_km_94
5618,group_km_10
5619,group_km_63
5621,group_km_68
5622,group_km_55
5626,group_km_58
5632,group_km_120
5654,group_km_69
5659,group_km_37
5669,group_km_84
5670,group_km_84
5688,group_km_130
5704,group_km_28
5711,group_km_113
5717,group_km_0
5723,group_km_74
5724,group_km_71
5729,group_km_55
5732,group_km_28
5748,group_km_71
5756,group_km_130
5778,group_km_94
5783,group_km_5
5806,group_km_84
5807,group_km_84
5817,group_km_128
5818,group_km_146
5825,group_km_53
5834,group_km_106
5861,group_km_94
5875,group_km_31
5877,group_km_97
5878,group_km_106
5880,group_km_49
5886,group_km_43
5894,group_km_0
5903,group_km_149
5907,group_km_55
5909,group_km_37
5912,group_km_127
5925,group_km_62
5929,group_km_74
5938,group_km_55
5942,group_km_84
5944,group_km_62
5954,group_km_50
5955,group_km_127
5969,group_km_90
5975,group_km_19
5976,group_km_55
5986,group_km_28
5992,group_km_1
6006,group_km_146
6008,group_km_148
6014,group_km_49
6015,group_km_49
6021,group_km_62
6052,group_km_84
6066,group_km_33
6072,group_km_84
6090,group_km_62
6111,group_km_118
6114,group_km_68
6122,group_km_55
6132,group_km_82
6138,group_km_33
6139,group_km_142
6152,group_km_33
6159,group_km_68
6166,group_km_68
6170,group_km_108
6179,group_km_68
6183,group_km_86
6186,group_km_81
6189,group_km_45
6192,group_km_141
6207,group_km_94
6222,group_km_33
6230,group_km_55
6240,group_km_84
6241,group_km_93
6246,group_km_43
6308,group_km_19
6321,group_km_127
6335,group_km_69
6355,group_km_130
6361,group_km_89
6377,group_km_61
6380,group_km_108
6401,group_km_42
6406,group_km_63
6407,group_km_140
6418,group_km_84
6433,group_km_98
6437,group_km_33
6453,group_km_71
6463,group_km_50
6467,group_km_108
6470,group_km_127
6490,group_km_71
6497,group_km_109
6530,group_km_120
6533,group_km_10
6558,group_km_114
6560,group_km_114
6593,group_km_93
6608,group_km_120
6609,group_km_116
6625,group_km_49
6627,group_km_79
6643,group_km_114
6647,group_km_10
6661,group_km_118
6662,group_km_45
6663,group_km_129
6667,group_km_58
6676,group_km_129
6682,group_km_61
6683,group_km_10
6688,group_km_61
6690,group_km_98
6709,group_km_43
6715,group_km_129
6729,group_km_142
6740,group_km_10
6750,group_km_108
6755,group_km_81
6759,group_km_61
6763,group_km_42
6772,group_km_52
6799,group_km_42
6827,group_km_130
6839,group_km_120
6852,group_km_105
6856,group_km_128
6863,group_km_52
6868,group_km_10
6870,group_km_6
6879,group_km_116
6882,group_km_104
6884,group_km_148
6912,group_km_0
6914,group_km_44
6937,group_km_10
6961,group_km_55
6976,group_km_57
6987,group_km_108
6988,group_km_108
6989,group_km_79
6992,group_km_140
6993,group_km_49
7008,group_km_55
7009,group_km_42
7011,group_km_55
7015,group_km_114
7018,group_km_67
7024,group_km_145
7047,group_km_55
7055,group_km_67
7059,group_km_112
7088,group_km_2
7089,group_km_146
7096,group_km_55
7097,group_km_32
7129,group_km_130
7130,group_km_55
7133,group_km_55
7139,group_km_45
7147,group_km_146
7150,group_km_94
7156,group_km_79
7162,group_km_108
7174,group_km_10
7187,group_km_55
7199,group_km_55
7203,group_km_49
7216,group_km_105
7217,group_km_134
7219,group_km_134
7220,group_km_128
7240,group_km_113
7251,group_km_130
7254,group_km_42
7256,group_km_10
7258,group_km_81
7266,group_km_55
7293,group_km_55
7304,group_km_5
7316,group_km_140
7317,group_km_36
7321,group_km_140
7346,group_km_42
7349,group_km_79
7357,group_km_79
7362,group_km_30
7369,group_km_104
7383,group_km_108
7406,group_km_13
7421,group_km_114
7436,group_km_140
7447,group_km_102
7455,group_km_6
7458,group_km_74
7461,group_km_10
7462,group_km_55
7478,group_km_81
7480,group_km_140
7499,group_km_49
7504,group_km_10
7521,group_km_45
7551,group_km_53
7559,group_km_56
7575,group_km_83
7581,group_km_45
7592,group_km_149
7606,group_km_108
7612,group_km_39
7613,group_km_42
7630,group_km_29
7639,group_km_147
7643,group_km_39
7648,group_km_147
7654,group_km_81
7656,group_km_104
7662,group_km_119
7666,group_km_114
7687,group_km_55
7702,group_km_45
7714,group_km_6
7719,group_km_140
7720,group_km_78
7729,group_km_55
7730,group_km_83
7731,group_km_45
7732,group_km_83
7736,group_km_108
7737,group_km_120
7756,group_km_19
7774,group_km_120
7775,group_km_2
7776,group_km_55
7779,group_km_140
7784,group_km_31
7790,group_km_93
7804,group_km_67
7805,group_km_146
7822,group_km_120
7830,group_km_62
7840,group_km_93
7848,group_km_49
7849,group_km_93
7850,group_km_52
7852,group_km_93
7853,group_km_23
7854,group_km_87
7859,group_km_136
7875,group_km_55
7883,group_km_108
7894,group_km_60
7901,group_km_140
7904,group_km_60
7921,group_km_59
7931,group_km_108
7940,group_km_57
7951,group_km_36
7953,group_km_145
7955,group_km_2
7975,group_km_83
7981,group_km_106
7985,group_km_31
7989,group_km_108
7999,group_km_10
8019,group_km_112
8028,group_km_10
8029,group_km_144
8033,group_km_10
8042,group_km_5
8055,group_km_149
8076,group_km_63
8077,group_km_106
8096,group_km_114
8097,group_km_114
8105,group_km_2
8110,group_km_55
8113,group_km_67
8114,group_km_83
8135,group_km_55
8143,group_km_63
8148,group_km_106
8160,group_km_94
8166,group_km_60
8183,group_km_19
8191,group_km_148
8197,group_km_38
8199,group_km_55
8201,group_km_38
8203,group_km_55
8218,group_km_55
8228,group_km_51
8233,group_km_38
8235,group_km_38
8238,group_km_55
8239,group_km_108
8243,group_km_116
8244,group_km_55
8247,group_km_124
8249,group_km_55
8250,group_km_20
8260,group_km_108
8265,group_km_98
8268,group_km_67
8273,group_km_52
8279,group_km_130
8284,group_km_81
8286,group_km_124
8310,group_km_116
8317,group_km_55
8318,group_km_6
8323,group_km_10
8326,group_km_31
8368,group_km_38
8377,group_km_55
8378,group_km_19
8385,group_km_146
8387,group_km_60
8390,group_km_55
8394,group_km_2
8403,group_km_55
8407,group_km_83
8410,group_km_42
8416,group_km_2
8425,group_km_2
8433,group_km_55
8442,group_km_83
8472,group_km_83
8476,group_km_83
8495,group_km_56
8502,group_km_65
8507,group_km_55
8527,group_km_108
8546,group_km_71
8552,group_km_49
8557,group_km_102
8561,group_km_55
8568,group_km_55
8573,group_km_49
8574,group_km_81
8587,group_km_79
8595,group_km_67
8602,group_km_120
8616,group_km_145
8617,group_km_98
8618,group_km_128
8627,group_km_146
8628,group_km_55
8632,group_km_106
8645,group_km_81
8648,group_km_124
8666,group_km_118
8676,group_km_128
8680,group_km_106
8681,group_km_59
8693,group_km_79
8696,group_km_129
8703,group_km_108
8711,group_km_69
8724,group_km_45
8759,group_km_146
8769,group_km_113
8770,group_km_45
8780,group_km_52
8783,group_km_142
8784,group_km_67
8789,group_km_50
8791,group_km_104
8792,group_km_52
8794,group_km_28
8800,group_km_55
8801,group_km_140
8804,group_km_26
8808,group_km_55
8810,group_km_61
8811,group_km_55
8813,group_km_129
8820,group_km_55
8821,group_km_53
8833,group_km_55
8847,group_km_56
8852,group_km_79
8866,group_km_83
8877,group_km_55
8878,group_km_39
8879,group_km_39
8883,group_km_108
8887,group_km_79
8888,group_km_67
8891,group_km_140
8901,group_km_49
8909,group_km_140
8916,group_km_49
8933,group_km_140
8934,group_km_114
8939,group_km_79
8944,group_km_118
8948,group_km_65
8970,group_km_2
8974,group_km_113
8982,group_km_10
8989,group_km_55
8999,group_km_67
9003,group_km_124
9010,group_km_130
9011,group_km_82
9030,group_km_139
9031,group_km_63
9032,group_km_104
9033,group_km_82
9034,group_km_55
9036,group_km_8
9050,group_km_128
9058,group_km_55
9064,group_km_130
9070,group_km_2
9074,group_km_55
9088,group_km_141
9103,group_km_20
9107,group_km_26
9109,group_km_19
9112,group_km_81
9127,group_km_55
9142,group_km_55
9146,group_km_13
9147,group_km_30
9152,group_km_55
9159,group_km_2
9168,group_km_19
9176,group_km_63
9183,group_km_45
9194,group_km_106
9199,group_km_55
9204,group_km_141
9205,group_km_56
9210,group_km_104
9213,group_km_82
9223,group_km_130
9229,group_km_77
9235,group_km_10
9253,group_km_106
9256,group_km_10
9264,group_km_55
9266,group_km_93
9267,group_km_93
9272,group_km_104
9282,group_km_112
9290,group_km_55
9296,group_km_113
9311,group_km_81
9315,group_km_50
9327,group_km_56
9345,group_km_52
9366,group_km_31
9369,group_km_59
9371,group_km_30
9375,group_km_22
9379,group_km_63
9380,group_km_55
9400,group_km_83
9418,group_km_83
9424,group_km_114
9426,group_km_74
9453,group_km_79
9459,group_km_82
9466,group_km_130
9467,group_km_128
9468,group_km_130
9471,group_km_52
9474,group_km_69
9477,group_km_10
9480,group_km_39
9506,group_km_140
9510,group_km_55
9522,group_km_112
9528,group_km_65
9536,group_km_145
9538,group_km_55
9540,group_km_81
9544,group_km_55
9545,group_km_22
9554,group_km_10
9555,group_km_55
9559,group_km_124
9568,group_km_106
9572,group_km_67
9587,group_km_65
9590,group_km_69
9591,group_km_39
9593,group_km_39
9594,group_km_108
9620,group_km_55
9622,group_km_124
9624,group_km_141
9634,group_km_142
9635,group_km_50
9641,group_km_55
9642,group_km_142
9647,group_km_22
9650,group_km_55
9664,group_km_10
9670,group_km_79
9672,group_km_69
9675,group_km_55
9683,group_km_56
9690,group_km_57
9693,group_km_52
9694,group_km_57
9696,group_km_120
9697,group_km_67
9702,group_km_145
9706,group_km_55
9723,group_km_57
9726,group_km_55
9739,group_km_112
9740,group_km_83
9784,group_km_77
9791,group_km_116
9800,group_km_28
9802,group_km_55
9809,group_km_83
9817,group_km_42
9818,group_km_105
9825,group_km_45
9872,group_km_124
9887,group_km_47
9900,group_km_124
9901,group_km_55
9905,group_km_55
9906,group_km_69
9912,group_km_55
9916,group_km_124
9918,group_km_55
9926,group_km_55
9927,group_km_117
9932,group_km_113
9933,group_km_129
9947,group_km_79
9960,group_km_60
9963,group_km_22
9965,group_km_141
9972,group_km_139
9976,group_km_130
9986,group_km_113
9992,group_km_81
9993,group_km_77
9994,group_km_59
10001,group_km_106
10010,group_km_112
10012,group_km_83
10013,group_km_55
10015,group_km_20
10026,group_km_55
10041,group_km_104
10043,group_km_74
10047,group_km_22
10050,group_km_76
10056,group_km_2
10058,group_km_3
10059,group_km_55
10060,group_km_118
10075,group_km_22
10108,group_km_76
10131,group_km_49
10146,group_km_1
10150,group_km_108
10163,group_km_55
10170,group_km_124
10173,group_km_17
10178,group_km_17
10181,group_km_52
10185,group_km_2
10186,group_km_146
10187,group_km_55
10189,group_km_38
10202,group_km_50
10204,group_km_124
10208,group_km_74
10212,group_km_122
10222,group_km_22
10225,group_km_55
10238,group_km_89
10249,group_km_130
10250,group_km_3
10287,group_km_141
10291,group_km_19
10292,group_km_57
10293,group_km_19
10306,group_km_32
10307,group_km_63
10309,group_km_141
10313,group_km_55
10315,group_km_59
10322,group_km_82
10323,group_km_2
10334,group_km_130
10337,group_km_10
10340,group_km_79
10342,group_km_10
10353,group_km_149
10354,group_km_74
10355,group_km_55
10373,group_km_19
10379,group_km_129
10394,group_km_120
10396,group_km_15
10401,group_km_55
10412,group_km_3
10417,group_km_73
10420,group_km_79
10426,group_km_106
10429,group_km_140
10436,group_km_111
10438,group_km_106
10460,group_km_22
10468,group_km_140
10478,group_km_55
10486,group_km_120
10490,group_km_79
10495,group_km_55
10502,group_km_83
10503,group_km_132
10504,group_km_120
10507,group_km_77
10513,group_km_3
10526,group_km_124
10528,group_km_55
10539,group_km_55
10541,group_km_5
10545,group_km_10
10564,group_km_15
10584,group_km_55
10600,group_km_83
10612,group_km_130
10622,group_km_106
10630,group_km_112
10637,group_km_10
10656,group_km_55
10658,group_km_131
10659,group_km_108
10670,group_km_49
10678,group_km_55
10705,group_km_74
10733,group_km_141
10744,group_km_76
10751,group_km_108
10752,group_km_120
10770,group_km_57
10776,group_km_55
10778,group_km_59
10796,group_km_47
10800,group_km_81
10804,group_km_32
10806,group_km_108
10810,group_km_79
10812,group_km_82
10814,group_km_55
10815,group_km_55
10819,group_km_145
10835,group_km_111
10843,group_km_60
10848,group_km_148
10864,group_km_79
10866,group_km_22
10888,group_km_81
10924,group_km_28
10925,group_km_55
10931,group_km_22
10942,group_km_63
10948,group_km_5
10949,group_km_59
10953,group_km_79
10956,group_km_29
10959,group_km_124
10963,group_km_57
10964,group_km_5
10971,group_km_81
10974,group_km_73
10975,group_km_21
10976,group_km_130
10977,group_km_97
10987,group_km_56
10989,group_km_77
10994,group_km_132
11011,group_km_57
11013,group_km_132
11030,group_km_132
11035,group_km_130
11044,group_km_43
11061,group_km_132
11062,group_km_69
11074,group_km_3
11084,group_km_57
11087,group_km_140
11091,group_km_81
11094,group_km_55
11097,group_km_55
11110,group_km_148
11111,group_km_132
11117,group_km_130
11118,group_km_81
11119,group_km_79
11120,group_km_108
11123,group_km_6
11126,group_km_52
11128,group_km_19
11129,group_km_41
11131,group_km_55
11141,group_km_120
11146,group_km_107
11155,group_km_59
11156,group_km_129
11157,group_km_132
11166,group_km_149
11172,group_km_67
11173,group_km_124
11177,group_km_81
11178,group_km_79
11182,group_km_130
11184,group_km_130
11200,group_km_22
11202,group_km_55
11212,group_km_148
11228,group_km_55
11229,group_km_55
11233,group_km_149
11243,group_km_76
11253,group_km_106
11261,group_km_132
11263,group_km_112
11274,group_km_79
11276,group_km_10
11277,group_km_55
11279,group_km_124
11281,group_km_42
11293,group_km_17
11299,group_km_112
11311,group_km_148
11317,group_km_148
11319,group_km_79
11326,group_km_67
11329,group_km_17
11332,group_km_91
11337,group_km_59
11351,group_km_79
11357,group_km_106
11358,group_km_10
11363,group_km_10
11370,group_km_55
11373,group_km_55
11394,group_km_56
11399,group_km_77
11400,group_km_97
11404,group_km_59
11409,group_km_57
11422,group_km_50
11427,group_km_57
11428,group_km_67
11430,group_km_129
11433,group_km_55
11441,group_km_85
11442,group_km_45
11444,group_km_57
11448,group_km_67
11456,group_km_55
11464,group_km_55
11466,group_km_10
11483,group_km_97
11484,group_km_149
11490,group_km_34
11491,group_km_79
11494,group_km_55
11495,group_km_148
11498,group_km_15
11502,group_km_56
11503,group_km_57
11515,group_km_124
11521,group_km_57
11524,group_km_34
11533,group_km_34
11537,group_km_146
11542,group_km_34
11551,group_km_15
11552,group_km_55
11555,group_km_59
11562,group_km_119
11571,group_km_124
11572,group_km_55
11580,group_km_19
11584,group_km_104
11589,group_km_141
11598,group_km_130
11605,group_km_149
11606,group_km_108
11610,group_km_24
11615,group_km_106
11624,group_km_129
11629,group_km_55
11633,group_km_24
11635,group_km_24
11636,group_km_24
11638,group_km_55
11639,group_km_17
11646,group_km_28
11658,group_km_63
11661,group_km_45
11663,group_km_29
11664,group_km_55
11679,group_km_130
11691,group_km_149
11697,group_km_37
11708,group_km_70
11732,group_km_55
11753,group_km_55
11761,group_km_101
11767,group_km_97
11776,group_km_86
11783,group_km_146
11784,group_km_101
11826,group_km_113
11827,group_km_148
11838,group_km_79
11846,group_km_83
11850,group_km_53
11852,group_km_83
11861,group_km_74
11863,group_km_131
11867,group_km_55
11869,group_km_85
11873,group_km_56
11886,group_km_148
11912,group_km_130
11915,group_km_117
11919,group_km_146
11927,group_km_121
11930,group_km_63
11961,group_km_93
11962,group_km_93
11963,group_km_10
11968,group_km_47
11972,group_km_140
11980,group_km_37
11988,group_km_148
11989,group_km_101
11996,group_km_55
12002,group_km_55
12003,group_km_101
12006,group_km_60
12010,group_km_79
12013,group_km_56
12015,group_km_148
12027,group_km_10
12042,group_km_129
12047,group_km_57
12048,group_km_56
12053,group_km_85
12056,group_km_55
12067,group_km_13
12070,group_km_79
12078,group_km_124
12094,group_km_19
12118,group_km_97
12120,group_km_76
12128,group_km_130
12137,group_km_77
12141,group_km_134
12147,group_km_79
12163,group_km_55
12168,group_km_22
12171,group_km_149
12178,group_km_10
12179,group_km_55
12190,group_km_50
12194,group_km_124
12197,group_km_72
12199,group_km_63
12201,group_km_130
12202,group_km_127
12207,group_km_1
12210,group_km_77
12215,group_km_55
12222,group_km_101
12224,group_km_128
12246,group_km_148
12256,group_km_74
12263,group_km_102
12264,group_km_102
12268,group_km_102
12270,group_km_102
12284,group_km_55
12295,group_km_10
12296,group_km_77
12304,group_km_55
12305,group_km_56
12310,group_km_55
12337,group_km_55
12366,group_km_116
12373,group_km_146
12374,group_km_117
12376,group_km_97
12387,group_km_59
12402,group_km_21
12403,group_km_56
12405,group_km_113
12410,group_km_115
12427,group_km_108
12432,group_km_70
12433,group_km_60
12450,group_km_83
12464,group_km_81
12469,group_km_131
12471,group_km_129
12478,group_km_77
12481,group_km_117
12496,group_km_117
12500,group_km_76
12501,group_km_77
12504,group_km_140
12506,group_km_53
12520,group_km_77
12527,group_km_41
12528,group_km_45
12532,group_km_109
12536,group_km_47
12545,group_km_117
12546,group_km_117
12557,group_km_129
12566,group_km_83
12567,group_km_17
12583,group_km_69
12585,group_km_108
12587,group_km_115
12592,group_km_145
12608,group_km_145
12618,group_km_115
12627,group_km_124
12636,group_km_2
12639,group_km_107
12640,group_km_47
12642,group_km_55
12651,group_km_149
12653,group_km_55
12654,group_km_112
12662,group_km_141
12667,group_km_55
12674,group_km_77
12681,group_km_126
12688,group_km_140
12691,group_km_44
12705,group_km_55
12717,group_km_55
12723,group_km_107
12725,group_km_52
12739,group_km_145
12740,group_km_77
12745,group_km_76
12747,group_km_41
12754,group_km_122
12760,group_km_140
12782,group_km_70
12786,group_km_17
12787,group_km_60
12805,group_km_146
12820,group_km_77
12825,group_km_50
12828,group_km_10
12835,group_km_149
12852,group_km_145
12860,group_km_10
12868,group_km_10
12891,group_km_46
12898,group_km_5
12909,group_km_60
12910,group_km_128
12912,group_km_124
12917,group_km_124
12932,group_km_55
12937,group_km_49
12948,group_km_59
12950,group_km_140
12954,group_km_76
12971,group_km_63
12978,group_km_59
12980,group_km_67
12982,group_km_25
12984,group_km_77
12989,group_km_146
12998,group_km_141
13008,group_km_145
13009,group_km_3
13024,group_km_76
13025,group_km_134
13033,group_km_17
13047,group_km_120
13067,group_km_149
13069,group_km_92
13078,group_km_63
13081,group_km_140
13086,group_km_63
13090,group_km_59
13095,group_km_111
13100,group_km_131
13120,group_km_79
13125,group_km_55
13126,group_km_117
13146,group_km_67
13154,group_km_91
13161,group_km_149
13167,group_km_67
13172,group_km_55
13175,group_km_74
13183,group_km_131
13195,group_km_58
13199,group_km_2
13201,group_km_55
13203,group_km_22
13207,group_km_53
13210,group_km_70
13211,group_km_86
