feature_id,set_id
11605,group_km_69
11606,group_km_6
11610,group_km_28
11615,group_km_16
11624,group_km_26
11629,group_km_27
11633,group_km_28
11635,group_km_28
11636,group_km_28
11638,group_km_27
11639,group_km_51
11644,group_km_78
11646,group_km_27
11658,group_km_89
11661,group_km_95
11664,group_km_27
11679,group_km_6
11691,group_km_69
11697,group_km_41
11708,group_km_80
11732,group_km_27
11753,group_km_27
11761,group_km_58
11767,group_km_94
11776,group_km_1
11783,group_km_57
11784,group_km_58
11826,group_km_5
11827,group_km_6
11838,group_km_35
11846,group_km_52
11850,group_km_71
11852,group_km_52
11861,group_km_56
11863,group_km_97
11867,group_km_27
11869,group_km_54
11873,group_km_87
11886,group_km_27
11911,group_km_23
11912,group_km_63
11915,group_km_74
11919,group_km_32
11927,group_km_21
11930,group_km_89
11961,group_km_19
11962,group_km_9
11963,group_km_35
11968,group_km_46
11972,group_km_63
11980,group_km_41
11988,group_km_35
11989,group_km_58
11996,group_km_27
12002,group_km_27
12003,group_km_58
12006,group_km_23
12010,group_km_35
12013,group_km_87
12015,group_km_27
12027,group_km_35
12042,group_km_26
12047,group_km_26
12048,group_km_87
12053,group_km_54
12056,group_km_27
12067,group_km_18
12070,group_km_35
12078,group_km_78
12081,group_km_76
12082,group_km_27
12094,group_km_7
12118,group_km_94
12120,group_km_73
12128,group_km_86
12137,group_km_24
12141,group_km_0
12147,group_km_35
12163,group_km_27
12168,group_km_67
12171,group_km_69
12178,group_km_6
12179,group_km_27
12190,group_km_57
12194,group_km_78
12197,group_km_23
12199,group_km_89
12201,group_km_75
12202,group_km_32
12207,group_km_69
12210,group_km_24
12215,group_km_27
12222,group_km_58
12224,group_km_48
12246,group_km_97
12256,group_km_56
12263,group_km_5
12264,group_km_5
12268,group_km_5
12270,group_km_5
12280,group_km_76
12284,group_km_27
12295,group_km_35
12296,group_km_24
12303,group_km_27
12304,group_km_27
12305,group_km_7
12310,group_km_27
12337,group_km_27
12338,group_km_27
12373,group_km_57
12374,group_km_74
12376,group_km_94
12387,group_km_69
12402,group_km_76
12403,group_km_87
12405,group_km_5
12410,group_km_55
12427,group_km_75
12432,group_km_80
12433,group_km_23
12450,group_km_52
12464,group_km_20
12469,group_km_27
12471,group_km_26
12478,group_km_24
12481,group_km_74
12496,group_km_74
12500,group_km_73
12501,group_km_24
12504,group_km_63
12506,group_km_71
12520,group_km_24
12527,group_km_88
12528,group_km_95
12532,group_km_92
12536,group_km_46
12545,group_km_74
12546,group_km_74
12557,group_km_26
12566,group_km_52
12567,group_km_78
12583,group_km_48
12585,group_km_75
12587,group_km_55
12592,group_km_24
12602,group_km_23
12608,group_km_51
12618,group_km_55
12627,group_km_78
12636,group_km_59
12639,group_km_38
12640,group_km_46
12642,group_km_27
12651,group_km_69
12653,group_km_27
12654,group_km_89
12662,group_km_68
12667,group_km_8
12668,group_km_27
12670,group_km_69
12674,group_km_24
12676,group_km_27
12681,group_km_36
12688,group_km_78
12705,group_km_27
12717,group_km_27
12723,group_km_6
12725,group_km_47
12738,group_km_46
12739,group_km_51
12740,group_km_24
12745,group_km_73
12747,group_km_88
12754,group_km_50
12760,group_km_6
12782,group_km_80
12785,group_km_16
12786,group_km_24
12787,group_km_23
12797,group_km_23
12805,group_km_57
12820,group_km_24
12825,group_km_57
12826,group_km_44
12828,group_km_6
12835,group_km_69
12852,group_km_51
12860,group_km_35
12868,group_km_35
12891,group_km_72
12894,group_km_27
12898,group_km_79
12909,group_km_23
12910,group_km_48
12912,group_km_78
12917,group_km_78
12932,group_km_27
